"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"gd-1009899193419","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009899193419","","Senior Forecaster, Data Science","National Grid","Waltham, MA","2025-10-07","yearly","direct_data","yearly",133000.0,167000.0,"USD",False,"senior","data","organic","","","1009899193419 employees","https://www.glassdoor.com/Overview/W-EI_IE474.htm","https://media.glassdoor.com/sql/474/national-grid-squarelogo-1579691530388.png","1009899193419 employees","Waltham, MA","1009899193419 employees","1009899193419 employees","1009899193419 employees","sql","senior","1009899193419 employees","1009899193419 employees","1009899193419 employees",""
"gd-1009897851593","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009897851593","","ML Engineer - Automated Scorer","Pearson","Boston, MA","2025-10-06","yearly","direct_data","yearly",100000.0,110000.0,"USD",False,"","engineering","organic","","","1009897851593 employees","https://www.glassdoor.com/Overview/W-EI_IE3322.htm","https://media.glassdoor.com/sql/3322/pearson-squareLogo-1744730106937.png","1009897851593 employees","Boston, MA","1009897851593 employees","1009897851593 employees","1009897851593 employees","sql","","1009897851593 employees","1009897851593 employees","1009897851593 employees",""
"gd-1009898104652","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009898104652","","Machine Learning Engineer, Siri Automatic Speech Recognition","Apple","Cambridge, MA","2025-10-06","yearly","direct_data","yearly",162500.0,286400.0,"USD",False,"","engineering","organic","","","1009898104652 employees","https://www.glassdoor.com/Overview/W-EI_IE1138.htm","https://media.glassdoor.com/sql/1138/apple-squarelogo-1595530154096.png","1009898104652 employees","Cambridge, MA","1009898104652 employees","1009898104652 employees","1009898104652 employees","sql","","1009898104652 employees","1009898104652 employees","1009898104652 employees",""
"gd-1009897519549","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009897519549","","Regulatory Data Steward","Takeda Pharmaceutical","Boston, MA","2025-10-05","yearly","direct_data","yearly",137000.0,215270.0,"USD",False,"","data","organic","","","1009897519549 employees","https://www.glassdoor.com/Overview/W-EI_IE7774.htm","https://media.glassdoor.com/sql/7774/takeda-pharmaceuticals-squarelogo-1496324580544.png","1009897519549 employees","Boston, MA","1009897519549 employees","1009897519549 employees","1009897519549 employees","sql","","1009897519549 employees","1009897519549 employees","1009897519549 employees",""
"gd-1009896839076","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009896839076","","Computational Genomics Senior Research Scientist (Method Development)","Vertex Pharmaceuticals","Boston, MA","2025-10-04","yearly","direct_data","yearly",130000.0,194900.0,"USD",False,"senior","","sponsored","","","1009896839076 employees","https://www.glassdoor.com/Overview/W-EI_IE2080.htm","https://media.glassdoor.com/sql/2080/vertex-pharmaceuticals-squarelogo.png","1009896839076 employees","Boston, MA","1009896839076 employees","1009896839076 employees","1009896839076 employees","sql","senior","1009896839076 employees","1009896839076 employees","1009896839076 employees",""
"gd-1009897335498","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009897335498","","Lead AI Engineer (AI Foundations, LLM Core)","Capital One","Cambridge, MA","2025-10-04","","","","","","",False,"lead","engineering","sponsored","","","1009897335498 employees","https://www.glassdoor.com/Overview/W-EI_IE3736.htm","https://media.glassdoor.com/sql/3736/capital-one-squareLogo-1667853695285.png","1009897335498 employees","Cambridge, MA","1009897335498 employees","1009897335498 employees","1009897335498 employees","sql","","1009897335498 employees","1009897335498 employees","1009897335498 employees",""
"gd-1009897335491","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009897335491","","Senior AI Engineer (AI Foundations, LLM Core)","Capital One","Cambridge, MA","2025-10-04","","","","","","",False,"senior","engineering","sponsored","","","1009897335491 employees","https://www.glassdoor.com/Overview/W-EI_IE3736.htm","https://media.glassdoor.com/sql/3736/capital-one-squareLogo-1667853695285.png","1009897335491 employees","Cambridge, MA","1009897335491 employees","1009897335491 employees","1009897335491 employees","sql","senior","1009897335491 employees","1009897335491 employees","1009897335491 employees",""
"gd-1009897335509","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009897335509","","Senior Lead AI Engineer (AI Foundations)","Capital One","Cambridge, MA","2025-10-04","","","","","","",False,"senior","engineering","sponsored","","","1009897335509 employees","https://www.glassdoor.com/Overview/W-EI_IE3736.htm","https://media.glassdoor.com/sql/3736/capital-one-squareLogo-1667853695285.png","1009897335509 employees","Cambridge, MA","1009897335509 employees","1009897335509 employees","1009897335509 employees","sql","senior","1009897335509 employees","1009897335509 employees","1009897335509 employees",""
"gd-1009896963357","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009896963357","","AI-Machine Learning Engineer","Dana-Farber Cancer Institute","Boston, MA","2025-10-04","yearly","direct_data","yearly",86957.0,144803.0,"USD",False,"","engineering","organic","","","1009896963357 employees","https://www.glassdoor.com/Overview/W-EI_IE17892.htm","https://media.glassdoor.com/sql/17892/dana-farber-cancer-institute-squarelogo-1569958827110.png","1009896963357 employees","Boston, MA","1009896963357 employees","1009896963357 employees","1009896963357 employees","sql","","1009896963357 employees","1009896963357 employees","1009896963357 employees",""
"gd-1009897296071","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009897296071","","AI and Data Science Technical Analyst-Manager","Sanofi","Cambridge, MA","2025-10-04","yearly","direct_data","yearly",125250.0,180917.0,"USD",False,"manager","data","organic","","","1009897296071 employees","https://www.glassdoor.com/Overview/W-EI_IE9347.htm","https://media.glassdoor.com/sql/9347/sanofi-squareLogo-1647945858603.png","1009897296071 employees","Cambridge, MA","1009897296071 employees","1009897296071 employees","1009897296071 employees","sql","","1009897296071 employees","1009897296071 employees","1009897296071 employees",""
"gd-1009897140487","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009897140487","","Human Genomics and Translational Data Sciences","Lilly","Boston, MA","2025-10-04","yearly","direct_data","yearly",184500.0,321200.0,"USD",False,"","data","organic","","","1009897140487 employees","https://www.glassdoor.com/Overview/W-EI_IE223.htm","https://media.glassdoor.com/sql/223/eli-lilly-squarelogo.png","1009897140487 employees","Boston, MA","1009897140487 employees","1009897140487 employees","1009897140487 employees","sql","","1009897140487 employees","1009897140487 employees","1009897140487 employees",""
"gd-1009895493386","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009895493386","","Distinguished AI Engineer","Capital One","Cambridge, MA","2025-10-03","","","","","","",False,"","engineering","sponsored","","","1009895493386 employees","https://www.glassdoor.com/Overview/W-EI_IE3736.htm","https://media.glassdoor.com/sql/3736/capital-one-squareLogo-1667853695285.png","1009895493386 employees","Cambridge, MA","1009895493386 employees","1009895493386 employees","1009895493386 employees","sql","","1009895493386 employees","1009895493386 employees","1009895493386 employees",""
"gd-1009896158073","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009896158073","","Distinguished AI Engineer","Capital One","Cambridge, MA","2025-10-03","","","","","","",False,"","engineering","sponsored","","","1009896158073 employees","https://www.glassdoor.com/Overview/W-EI_IE3736.htm","https://media.glassdoor.com/sql/3736/capital-one-squareLogo-1667853695285.png","1009896158073 employees","Cambridge, MA","1009896158073 employees","1009896158073 employees","1009896158073 employees","sql","","1009896158073 employees","1009896158073 employees","1009896158073 employees",""
"gd-1009895493132","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009895493132","","Director, Technical Program Management - AI/ML","Capital One","Cambridge, MA","2025-10-03","","","","","","",False,"manager","","sponsored","","","1009895493132 employees","https://www.glassdoor.com/Overview/W-EI_IE3736.htm","https://media.glassdoor.com/sql/3736/capital-one-squareLogo-1667853695285.png","1009895493132 employees","Cambridge, MA","1009895493132 employees","1009895493132 employees","1009895493132 employees","sql","","1009895493132 employees","1009895493132 employees","1009895493132 employees",""
"gd-1009895493113","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009895493113","","Director, Technical Program Management (AI/ML Products)","Capital One","Cambridge, MA","2025-10-03","","","","","","",False,"manager","product","sponsored","","","1009895493113 employees","https://www.glassdoor.com/Overview/W-EI_IE3736.htm","https://media.glassdoor.com/sql/3736/capital-one-squareLogo-1667853695285.png","1009895493113 employees","Cambridge, MA","1009895493113 employees","1009895493113 employees","1009895493113 employees","sql","","1009895493113 employees","1009895493113 employees","1009895493113 employees",""
"gd-1009895493392","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009895493392","","Lead AI Engineer (FM Hosting, LLM Inference)","Capital One","Cambridge, MA","2025-10-03","","","","","","",False,"lead","engineering","sponsored","","","1009895493392 employees","https://www.glassdoor.com/Overview/W-EI_IE3736.htm","https://media.glassdoor.com/sql/3736/capital-one-squareLogo-1667853695285.png","1009895493392 employees","Cambridge, MA","1009895493392 employees","1009895493392 employees","1009895493392 employees","sql","","1009895493392 employees","1009895493392 employees","1009895493392 employees",""
"gd-1009895493089","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009895493089","","Lead AI Engineer (AI Foundations, Python)","Capital One","Cambridge, MA","2025-10-03","","","","","","",False,"lead","engineering","sponsored","","","1009895493089 employees","https://www.glassdoor.com/Overview/W-EI_IE3736.htm","https://media.glassdoor.com/sql/3736/capital-one-squareLogo-1667853695285.png","1009895493089 employees","Cambridge, MA","1009895493089 employees","1009895493089 employees","1009895493089 employees","python, sql","","1009895493089 employees","1009895493089 employees","1009895493089 employees",""
"gd-1009895824310","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009895824310","","Marketing Analyst","The Boston Beer Company","Boston, MA","2025-10-03","yearly","direct_data","yearly",50500.0,106600.0,"USD",False,"","marketing","organic","","","1009895824310 employees","https://www.glassdoor.com/Overview/W-EI_IE3099.htm","https://media.glassdoor.com/sql/3099/the-boston-beer-company-squareLogo-1680716808608.png","1009895824310 employees","Boston, MA","1009895824310 employees","1009895824310 employees","1009895824310 employees","sql","","1009895824310 employees","1009895824310 employees","1009895824310 employees",""
"gd-1009895493316","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009895493316","","Senior Lead AI Engineer (Gen AI Platform Services)","Capital One","Cambridge, MA","2025-10-03","","","","","","",False,"senior","engineering","sponsored","","","1009895493316 employees","https://www.glassdoor.com/Overview/W-EI_IE3736.htm","https://media.glassdoor.com/sql/3736/capital-one-squareLogo-1667853695285.png","1009895493316 employees","Cambridge, MA","1009895493316 employees","1009895493316 employees","1009895493316 employees","sql","senior","1009895493316 employees","1009895493316 employees","1009895493316 employees",""
"gd-1009895493063","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009895493063","","Senior Lead AI Engineer (AI Foundations, LLM Core)","Capital One","Cambridge, MA","2025-10-03","","","","","","",False,"senior","engineering","sponsored","","","1009895493063 employees","https://www.glassdoor.com/Overview/W-EI_IE3736.htm","https://media.glassdoor.com/sql/3736/capital-one-squareLogo-1667853695285.png","1009895493063 employees","Cambridge, MA","1009895493063 employees","1009895493063 employees","1009895493063 employees","sql","senior","1009895493063 employees","1009895493063 employees","1009895493063 employees",""
"gd-1009895721501","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009895721501","","Senior Software Engineer - AI Products (Path to Product Managment)","Emerald Resource Group","United States","2025-10-03","yearly","direct_data","yearly",140000.0,150000.0,"USD",False,"senior","engineering","sponsored","","","1009895721501 employees","https://www.glassdoor.com/Overview/W-EI_IE383316.htm","https://media.glassdoor.com/sql/383316/emerald-resource-group-squarelogo-1420652054025.png","1009895721501 employees","United States","1009895721501 employees","1009895721501 employees","1009895721501 employees","sql","senior","1009895721501 employees","1009895721501 employees","1009895721501 employees",""
"gd-1009895622854","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009895622854","","Data Scientist II","Scribd","Boston, MA","2025-10-03","yearly","direct_data","yearly",118000.0,164000.0,"USD",False,"","data","organic","","","1009895622854 employees","https://www.glassdoor.com/Overview/W-EI_IE354208.htm","https://media.glassdoor.com/sql/354208/scribd-squarelogo-1511909693801.png","1009895622854 employees","Boston, MA","1009895622854 employees","1009895622854 employees","1009895622854 employees","sql","","1009895622854 employees","1009895622854 employees","1009895622854 employees",""
"gd-1009896486413","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009896486413","","Web Analytics Specialist","COMSOL Inc.","Burlington, MA","2025-10-03","yearly","direct_data","yearly",75000.0,80000.0,"USD",False,"","","organic","","","1009896486413 employees","https://www.glassdoor.com/Overview/W-EI_IE258554.htm","https://media.glassdoor.com/sql/258554/comsol-squarelogo.png","1009896486413 employees","Burlington, MA","1009896486413 employees","1009896486413 employees","1009896486413 employees","sql","","1009896486413 employees","1009896486413 employees","1009896486413 employees",""
"gd-1009895657417","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009895657417","","Software Engineer II (Backend, AI Platform)","WHOOP","Boston, MA","2025-10-03","yearly","direct_data","yearly",123767.0,176409.0,"USD",False,"","engineering","organic","","","1009895657417 employees","https://www.glassdoor.com/Overview/W-EI_IE983091.htm","https://media.glassdoor.com/sql/983091/whoop-squarelogo-1570455789561.png","1009895657417 employees","Boston, MA","1009895657417 employees","1009895657417 employees","1009895657417 employees","sql","","1009895657417 employees","1009895657417 employees","1009895657417 employees",""
"gd-1009894303624","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009894303624","","FBI Special Agent: Data Science & Intelligence Expertise","Federal Bureau of Investigation","United States","2025-10-02","yearly","direct_data","yearly",99461.0,128329.0,"USD",False,"","data","sponsored","","","1009894303624 employees","https://www.glassdoor.com/Overview/W-EI_IE24637.htm","https://media.glassdoor.com/sql/24637/federal-bureau-of-investigation-fbi-squareLogo-1649161730117.png","1009894303624 employees","United States","1009894303624 employees","1009894303624 employees","1009894303624 employees","sql","","1009894303624 employees","1009894303624 employees","1009894303624 employees",""
"gd-1009894008807","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009894008807","","Special Agent: Cybersecurity/Technology Expertise","Federal Bureau of Investigation","United States","2025-10-02","yearly","direct_data","yearly",99461.0,128329.0,"USD",False,"","security","sponsored","","","1009894008807 employees","https://www.glassdoor.com/Overview/W-EI_IE24637.htm","https://media.glassdoor.com/sql/24637/federal-bureau-of-investigation-fbi-squareLogo-1649161730117.png","1009894008807 employees","United States","1009894008807 employees","1009894008807 employees","1009894008807 employees","sql","","1009894008807 employees","1009894008807 employees","1009894008807 employees",""
"gd-1009894253020","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009894253020","","Data Scientist","Dana-Farber Cancer Institute","Boston, MA","2025-10-02","yearly","direct_data","yearly",97052.0,148203.0,"USD",False,"","data","organic","","","1009894253020 employees","https://www.glassdoor.com/Overview/W-EI_IE17892.htm","https://media.glassdoor.com/sql/17892/dana-farber-cancer-institute-squarelogo-1569958827110.png","1009894253020 employees","Boston, MA","1009894253020 employees","1009894253020 employees","1009894253020 employees","sql","","1009894253020 employees","1009894253020 employees","1009894253020 employees",""
"gd-1009894302999","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009894302999","","FBI Special Agent: Data Science & Intelligence Expertise","Federal Bureau of Investigation","","2025-10-02","yearly","direct_data","yearly",99461.0,128329.0,"USD",True,"","data","sponsored","","","1009894302999 employees","https://www.glassdoor.com/Overview/W-EI_IE24637.htm","https://media.glassdoor.com/sql/24637/federal-bureau-of-investigation-fbi-squareLogo-1649161730117.png","1009894302999 employees","1009894302999 employees","1009894302999 employees","1009894302999 employees","1009894302999 employees","sql","","1009894302999 employees","1009894302999 employees","1009894302999 employees",""
"gd-1009894737099","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009894737099","","Scientist I, Data Science","Sanofi","Cambridge, MA","2025-10-02","yearly","direct_data","yearly",84000.0,121333.0,"USD",False,"","data","sponsored","","","1009894737099 employees","https://www.glassdoor.com/Overview/W-EI_IE9347.htm","https://media.glassdoor.com/sql/9347/sanofi-squareLogo-1647945858603.png","1009894737099 employees","Cambridge, MA","1009894737099 employees","1009894737099 employees","1009894737099 employees","sql","","1009894737099 employees","1009894737099 employees","1009894737099 employees",""
"gd-1009894614643","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009894614643","","Co-op – Healthcare Data Scientist – Cambridge, MA","Philips","Cambridge, MA","2025-10-02","yearly","direct_data","yearly",63787.0,106246.0,"USD",False,"","data","organic","","","1009894614643 employees","https://www.glassdoor.com/Overview/W-EI_IE3496.htm","https://media.glassdoor.com/sql/3496/philips-squareLogo-1738188837085.png","1009894614643 employees","Cambridge, MA","1009894614643 employees","1009894614643 employees","1009894614643 employees","sql","","1009894614643 employees","1009894614643 employees","1009894614643 employees",""
"gd-1009894321355","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009894321355","","Professional Services Consultant","DW Simpson","Waltham, MA","2025-10-02","yearly","direct_data","yearly",140000.0,140000.0,"USD",False,"","","sponsored","","","1009894321355 employees","https://www.glassdoor.com/Overview/W-EI_IE200321.htm","https://media.glassdoor.com/sql/200321/dw-simpson-and-company-squarelogo-1466004329686.png","1009894321355 employees","Waltham, MA","1009894321355 employees","1009894321355 employees","1009894321355 employees","sql","","1009894321355 employees","1009894321355 employees","1009894321355 employees",""
"gd-1009894345067","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009894345067","","Co-op- Machine Learning","Symbotic","Wilmington, MA","2025-10-02","yearly","direct_data","yearly",65869.0,110493.0,"USD",False,"","","organic","","","1009894345067 employees","https://www.glassdoor.com/Overview/W-EI_IE645083.htm","https://media.glassdoor.com/sql/645083/symbotic-squarelogo-1496176774083.png","1009894345067 employees","Wilmington, MA","1009894345067 employees","1009894345067 employees","1009894345067 employees","sql","","1009894345067 employees","1009894345067 employees","1009894345067 employees",""
"gd-1009894268802","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009894268802","","Associate Director, R&D Neuroscience Data Science & Digital Health – Neurodegeneration","Johnson & Johnson","Cambridge, MA","2025-10-02","yearly","direct_data","yearly",137000.0,235750.0,"USD",False,"director","data","organic","","Associate Director, R&D Neuroscience Data Science & Digital Health – Neurodegeneration","1009894268802 employees","https://www.glassdoor.com/Overview/W-EI_IE364.htm","https://media.glassdoor.com/sql/364/johnson-and-johnson-squarelogo-1702512078759.png","1009894268802 employees","Cambridge, MA","1009894268802 employees","1009894268802 employees","Associate Director, R&D Neuroscience Data Science & Digital Health – Neurodegeneration","git, sql","","1009894268802 employees","1009894268802 employees","1009894268802 employees",""
"gd-1009894290092","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009894290092","","NLP Engineer","Babel Street","Somerville, MA","2025-10-02","yearly","direct_data","yearly",115000.0,135000.0,"USD",False,"","engineering","organic","","","1009894290092 employees","https://www.glassdoor.com/Overview/W-EI_IE1532616.htm","https://media.glassdoor.com/sql/1532616/babel-street-squareLogo-1678989271427.png","1009894290092 employees","Somerville, MA","1009894290092 employees","1009894290092 employees","1009894290092 employees","sql","","1009894290092 employees","1009894290092 employees","1009894290092 employees",""
"gd-1009894514358","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009894514358","","Physical AI & Robotics Specialist Master","Deloitte","Boston, MA","2025-10-02","yearly","direct_data","yearly",130800.0,241000.0,"USD",False,"","","organic","","","1009894514358 employees","https://www.glassdoor.com/Overview/W-EI_IE2763.htm","https://media.glassdoor.com/sql/2763/deloitte-squareLogo-1674210308592.png","1009894514358 employees","Boston, MA","1009894514358 employees","1009894514358 employees","1009894514358 employees","sql","","1009894514358 employees","1009894514358 employees","1009894514358 employees",""
"gd-1009894044407","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009894044407","","Data Scientist- NYC","The Hollister Group","Lynn, MA","2025-10-02","yearly","direct_data","yearly",101617.0,174728.0,"USD",False,"","data","sponsored","","","1009894044407 employees","https://www.glassdoor.com/Overview/W-EI_IE322746.htm","https://media.glassdoor.com/sql/322746/the-hollister-group-squareLogo-1633984132399.png","1009894044407 employees","Lynn, MA","1009894044407 employees","1009894044407 employees","1009894044407 employees","sql","","1009894044407 employees","1009894044407 employees","1009894044407 employees",""
"gd-1009893989808","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009893989808","","Special Agent: Cybersecurity/Technology Expertise","Federal Bureau of Investigation","Boston, MA","2025-10-01","yearly","direct_data","yearly",99461.0,128329.0,"USD",False,"","security","sponsored","","","1009893989808 employees","https://www.glassdoor.com/Overview/W-EI_IE24637.htm","https://media.glassdoor.com/sql/24637/federal-bureau-of-investigation-fbi-squareLogo-1649161730117.png","1009893989808 employees","Boston, MA","1009893989808 employees","1009893989808 employees","1009893989808 employees","sql","","1009893989808 employees","1009893989808 employees","1009893989808 employees",""
"gd-1009892324151","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009892324151","","Data Science Manager (Health)","WHOOP","Boston, MA","2025-10-01","yearly","direct_data","yearly",111489.0,153980.0,"USD",False,"manager","data","organic","","","1009892324151 employees","https://www.glassdoor.com/Overview/W-EI_IE983091.htm","https://media.glassdoor.com/sql/983091/whoop-squarelogo-1570455789561.png","1009892324151 employees","Boston, MA","1009892324151 employees","1009892324151 employees","1009892324151 employees","sql","","1009892324151 employees","1009892324151 employees","1009892324151 employees",""
"gd-1009892909587","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009892909587","","Associate Director, Forecasting - Dermatology","Sanofi","Cambridge, MA","2025-10-01","yearly","direct_data","yearly",125250.0,180917.0,"USD",False,"director","","organic","","","1009892909587 employees","https://www.glassdoor.com/Overview/W-EI_IE9347.htm","https://media.glassdoor.com/sql/9347/sanofi-squareLogo-1647945858603.png","1009892909587 employees","Cambridge, MA","1009892909587 employees","1009892909587 employees","1009892909587 employees","sql","","1009892909587 employees","1009892909587 employees","1009892909587 employees",""
"gd-1009893253869","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009893253869","","SENIOR DATA ANALYST, School of Public Health, Health Policy & Management","Boston University","Boston, MA","2025-10-01","yearly","direct_data","yearly",75996.0,109033.0,"USD",False,"senior","data","organic","","","1009893253869 employees","https://www.glassdoor.com/Overview/W-EI_IE3734.htm","https://media.glassdoor.com/sql/3734/boston-university-squarelogo.png","1009893253869 employees","Boston, MA","1009893253869 employees","1009893253869 employees","1009893253869 employees","sql","senior","1009893253869 employees","1009893253869 employees","1009893253869 employees",""
"gd-1009890368312","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009890368312","","Student Researcher, BS/MS, Winter/Summer 2026","Google","Cambridge, MA","2025-09-30","yearly","direct_data","yearly",92000.0,122000.0,"USD",False,"","","organic","","","1009890368312 employees","https://www.glassdoor.com/Overview/W-EI_IE9079.htm","https://media.glassdoor.com/sql/9079/google-squarelogo-1441130773284.png","1009890368312 employees","Cambridge, MA","1009890368312 employees","1009890368312 employees","1009890368312 employees","sql","","1009890368312 employees","1009890368312 employees","1009890368312 employees",""
"gd-1009891453290","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009891453290","","Corporate Strategy Lead","MassMutual","Boston, MA","2025-09-30","yearly","direct_data","yearly",167800.0,220200.0,"USD",False,"lead","","sponsored","","","1009891453290 employees","https://www.glassdoor.com/Overview/W-EI_IE2890.htm","https://media.glassdoor.com/sql/2890/massmutual-squarelogo-1496867416381.png","1009891453290 employees","Boston, MA","1009891453290 employees","1009891453290 employees","1009891453290 employees","sql","","1009891453290 employees","1009891453290 employees","1009891453290 employees",""
"gd-1009890407888","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009890407888","","AI Solutions Engineer","Nymbl","United States","2025-09-30","","","","","","",False,"","engineering","sponsored","","","1009890407888 employees","","","1009890407888 employees","United States","1009890407888 employees","1009890407888 employees","1009890407888 employees","","","1009890407888 employees","1009890407888 employees","1009890407888 employees",""
"gd-1009890425513","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009890425513","","Quantitative Research Systems Analyst","Boston Partners Global Investors, Inc","Boston, MA","2025-09-30","yearly","direct_data","yearly",98179.0,134831.0,"USD",False,"","","organic","","","1009890425513 employees","https://www.glassdoor.com/Overview/W-EI_IE818575.htm","","1009890425513 employees","Boston, MA","1009890425513 employees","1009890425513 employees","1009890425513 employees","","","1009890425513 employees","1009890425513 employees","1009890425513 employees",""
"gd-1009890252188","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009890252188","","instED Data Science Manager","Commonwealth Care Alliance","Boston, MA","2025-09-30","yearly","direct_data","yearly",116260.0,176658.0,"USD",False,"manager","data","organic","","","1009890252188 employees","https://www.glassdoor.com/Overview/W-EI_IE268248.htm","https://media.glassdoor.com/sql/268248/commonwealth-care-alliance-squareLogo-1692107723752.png","1009890252188 employees","Boston, MA","1009890252188 employees","1009890252188 employees","1009890252188 employees","sql","","1009890252188 employees","1009890252188 employees","1009890252188 employees",""
"gd-1009890570637","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009890570637","","Tenure-Track Faculty in Computer Science","Framingham State University","Framingham, MA","2025-09-30","yearly","direct_data","yearly",85000.0,90000.0,"USD",False,"","","organic","","","1009890570637 employees","https://www.glassdoor.com/Overview/W-EI_IE130100.htm","https://media.glassdoor.com/sql/130100/framingham-state-college-squarelogo-1426832036944.png","1009890570637 employees","Framingham, MA","1009890570637 employees","1009890570637 employees","1009890570637 employees","sql","","1009890570637 employees","1009890570637 employees","1009890570637 employees",""
"gd-1009891063534","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009891063534","","Senior Associate, Data Science AI Design","Santander US","Boston, MA","2025-09-30","yearly","direct_data","yearly",112500.0,195000.0,"USD",False,"senior","data","organic","","","1009891063534 employees","https://www.glassdoor.com/Overview/W-EI_IE828048.htm","https://media.glassdoor.com/sql/828048/santander-squareLogo-1739889088837.png","1009891063534 employees","Boston, MA","1009891063534 employees","1009891063534 employees","1009891063534 employees","sql","senior","1009891063534 employees","1009891063534 employees","1009891063534 employees",""
"gd-1009890093899","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009890093899","","Senior Data Analyst, Analytics Engineering & Visualization","Rapid7","Boston, MA","2025-09-29","yearly","direct_data","yearly",126503.0,163059.0,"USD",False,"senior","engineering","organic","","","1009890093899 employees","https://www.glassdoor.com/Overview/W-EI_IE243542.htm","https://media.glassdoor.com/sql/243542/rapid7-squareLogo-1637255093234.png","1009890093899 employees","Boston, MA","1009890093899 employees","1009890093899 employees","1009890093899 employees","sql","senior","1009890093899 employees","1009890093899 employees","1009890093899 employees",""
"gd-1009889405419","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009889405419","","Senior / Lead Data Scientist - Commercial (Seaport MA)","EMD Serono","Boston, MA","2025-09-29","yearly","direct_data","yearly",142100.0,213200.0,"USD",False,"senior","data","organic","","","1009889405419 employees","https://www.glassdoor.com/Overview/W-EI_IE38716.htm","https://media.glassdoor.com/sql/38716/emd-serono-squarelogo-1455721373574.png","1009889405419 employees","Boston, MA","1009889405419 employees","1009889405419 employees","1009889405419 employees","sql","senior","1009889405419 employees","1009889405419 employees","1009889405419 employees",""
"gd-1009888355207","glassdoor","https://www.glassdoor.com/job-listing/j?jl=1009888355207","","Data Scientist II, Product Analytics","Xometry","Boston, MA","2025-09-27","yearly","direct_data","yearly",90481.0,125985.0,"USD",False,"","data","organic","","","1009888355207 employees","https://www.glassdoor.com/Overview/W-EI_IE1401575.htm","https://media.glassdoor.com/sql/1401575/xometry-squareLogo-1635527211097.png","1009888355207 employees","Boston, MA","1009888355207 employees","1009888355207 employees","1009888355207 employees","sql","","1009888355207 employees","1009888355207 employees","1009888355207 employees",""
