Job Title,Salary Estimate,lower,mid,upper,Job Description,Rating,Company Name,Location,city,state,Size,Founded,Type of ownership,Industry,Sector,Revenue,document_id,paragraph,d0,d1,d2,d3,d4,d5
Senior People Data Scientist,$138K - $188K (Glassdoor est.),138000.0,163000.0,188000.0,"Working at Atlassian

Atlassians can choose where they work ÃÂEEEEEÃÂEEEÃÂEEEEE whether in an office, from home, or a combination of the two. That way, Atlassians have more control over supporting their family, personal goals, and other priorities. We can hire people in any country where we have a legal entity. Interviews and onboarding are conducted virtually, a part of being a distributed-first company.

Atlassian is hiring a data scientist to join our newly formed People Insights team, a cross-disciplinary group of analysts, data scientists, behavioral scientists, researchers and business partners, who use data and research to inform strategic and operational issues facing our leaders, teams, and people. This role will be responsible for driving our approach to data-informed insights and analysis, leveraging research and creating repeatability of outputs to inform our leaders and teams.",4.3,"Atlassian
4.3","San Francisco, CA",San Francisco,CA,1000+ Employees,2002.0,Company - Public,Software Development,Information Technology,,207,"Atlassians can choose where they work ÃÂEEEEEÃÂEEEÃÂEEEEE whether in an office, from home, or a combination of the two. That way, Atlassians have more control over supporting their family, personal goals, and other priorities. We can hire people in any country where we have a legal entity. Interviews and onboarding are conducted virtually, a part of being a distributed-first company.",0.6325405719508415,0.5306799777484688,0.906037944188461,0.6845650798367384,0.6795021579789754,0.6383741251764983
Senior People Data Scientist,$138K - $188K (Glassdoor est.),138000.0,163000.0,188000.0,"Working at Atlassian

Atlassians can choose where they work ÃÂEEEEEÃÂEEEÃÂEEEEE whether in an office, from home, or a combination of the two. That way, Atlassians have more control over supporting their family, personal goals, and other priorities. We can hire people in any country where we have a legal entity. Interviews and onboarding are conducted virtually, a part of being a distributed-first company.

Atlassian is hiring a data scientist to join our newly formed People Insights team, a cross-disciplinary group of analysts, data scientists, behavioral scientists, researchers and business partners, who use data and research to inform strategic and operational issues facing our leaders, teams, and people. This role will be responsible for driving our approach to data-informed insights and analysis, leveraging research and creating repeatability of outputs to inform our leaders and teams.",4.3,"Atlassian
4.3","San Francisco, CA",San Francisco,CA,1000+ Employees,2002.0,Company - Public,Software Development,Information Technology,,207,"Atlassian is hiring a data scientist to join our newly formed People Insights team, a cross-disciplinary group of analysts, data scientists, behavioral scientists, researchers and business partners, who use data and research to inform strategic and operational issues facing our leaders, teams, and people. This role will be responsible for driving our approach to data-informed insights and analysis, leveraging research and creating repeatability of outputs to inform our leaders and teams.",0.3756706189431824,0.35800083902957,0.6492914648213793,0.5363059347103991,0.5297778755435872,0.4577143665142175
USA-Data Scientist II (Clinical),Employer Provided Salary:$50.00 - $65.00 Per Hour,104000.0,119600.0,135200.0,"Data Scientist II (Clinical)
Waltham, MA
12 Months contract
Pay Range: $50-65/hr on w2

General:
"" Implementation of data analysis and process workflows across Waltham R&B
"" Transversal collaborative work with mRNA center of Excellence community and collaborators to achieve objectives.
"" Key user of the electronic laboratory notebook (Benching) to support the team and development of a user-friendly benching process for work and data collection
"" Traceability of samples, reagents, and their storage for the HT platform pipeline
"" Implementation of Sample\Reagent barcode solution in the electronic laboratory notebook (Benchling)
"" Provide solutions to for data visualization to track experimental results and stock of critical reagents

Tasks requiring Skilled Ability:
"" Looking for a PhD or MS candidate in molecular biology or related field with data science experience including strong understanding of electronic laboratory notebooks (Benchling experience preferred)
"" Assist in sample submission and management for samples throughout mRNA platform production pipeline
"" General scientific understanding in the following areas:
o PCR, cloning, and pDNA preparation
o Capillary electrophoresis, SDS page, UPLC-MS, UV-ABS
o Affinity Chromatography
o Cell Culture and Transfection
o ELISA and Activity Assays
o mRNA Formulation (PNP, LNP, etc.)
"" Ability to summarize complex scientific processes highlighting key process and data collection steps",4.2,"eTeam Inc.
4.2","Waltham, MA",Waltham,MA,1000+ Employees,1999.0,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),208,"Data Scientist II (Clinical)
Waltham, MA
12 Months contract
Pay Range: $50-65/hr on w2",0.6224280101633495,0.727407793819996,0.6177754273710656,0.5196416682067905,0.7335766980350619,0.7440254197413981
USA-Data Scientist II (Clinical),Employer Provided Salary:$50.00 - $65.00 Per Hour,104000.0,119600.0,135200.0,"Data Scientist II (Clinical)
Waltham, MA
12 Months contract
Pay Range: $50-65/hr on w2

General:
"" Implementation of data analysis and process workflows across Waltham R&B
"" Transversal collaborative work with mRNA center of Excellence community and collaborators to achieve objectives.
"" Key user of the electronic laboratory notebook (Benching) to support the team and development of a user-friendly benching process for work and data collection
"" Traceability of samples, reagents, and their storage for the HT platform pipeline
"" Implementation of Sample\Reagent barcode solution in the electronic laboratory notebook (Benchling)
"" Provide solutions to for data visualization to track experimental results and stock of critical reagents

Tasks requiring Skilled Ability:
"" Looking for a PhD or MS candidate in molecular biology or related field with data science experience including strong understanding of electronic laboratory notebooks (Benchling experience preferred)
"" Assist in sample submission and management for samples throughout mRNA platform production pipeline
"" General scientific understanding in the following areas:
o PCR, cloning, and pDNA preparation
o Capillary electrophoresis, SDS page, UPLC-MS, UV-ABS
o Affinity Chromatography
o Cell Culture and Transfection
o ELISA and Activity Assays
o mRNA Formulation (PNP, LNP, etc.)
"" Ability to summarize complex scientific processes highlighting key process and data collection steps",4.2,"eTeam Inc.
4.2","Waltham, MA",Waltham,MA,1000+ Employees,1999.0,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),208,"General:
"" Implementation of data analysis and process workflows across Waltham R&B
"" Transversal collaborative work with mRNA center of Excellence community and collaborators to achieve objectives.
"" Key user of the electronic laboratory notebook (Benching) to support the team and development of a user-friendly benching process for work and data collection
"" Traceability of samples, reagents, and their storage for the HT platform pipeline
"" Implementation of Sample\Reagent barcode solution in the electronic laboratory notebook (Benchling)
"" Provide solutions to for data visualization to track experimental results and stock of critical reagents",0.331285506416392,0.4659972393033165,0.4195189665775825,0.5090202844922069,0.5150077502462546,0.4694859299239381
USA-Data Scientist II (Clinical),Employer Provided Salary:$50.00 - $65.00 Per Hour,104000.0,119600.0,135200.0,"Data Scientist II (Clinical)
Waltham, MA
12 Months contract
Pay Range: $50-65/hr on w2

General:
"" Implementation of data analysis and process workflows across Waltham R&B
"" Transversal collaborative work with mRNA center of Excellence community and collaborators to achieve objectives.
"" Key user of the electronic laboratory notebook (Benching) to support the team and development of a user-friendly benching process for work and data collection
"" Traceability of samples, reagents, and their storage for the HT platform pipeline
"" Implementation of Sample\Reagent barcode solution in the electronic laboratory notebook (Benchling)
"" Provide solutions to for data visualization to track experimental results and stock of critical reagents

Tasks requiring Skilled Ability:
"" Looking for a PhD or MS candidate in molecular biology or related field with data science experience including strong understanding of electronic laboratory notebooks (Benchling experience preferred)
"" Assist in sample submission and management for samples throughout mRNA platform production pipeline
"" General scientific understanding in the following areas:
o PCR, cloning, and pDNA preparation
o Capillary electrophoresis, SDS page, UPLC-MS, UV-ABS
o Affinity Chromatography
o Cell Culture and Transfection
o ELISA and Activity Assays
o mRNA Formulation (PNP, LNP, etc.)
"" Ability to summarize complex scientific processes highlighting key process and data collection steps",4.2,"eTeam Inc.
4.2","Waltham, MA",Waltham,MA,1000+ Employees,1999.0,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,$100 to $500 million (USD),208,"Tasks requiring Skilled Ability:
"" Looking for a PhD or MS candidate in molecular biology or related field with data science experience including strong understanding of electronic laboratory notebooks (Benchling experience preferred)
"" Assist in sample submission and management for samples throughout mRNA platform production pipeline
"" General scientific understanding in the following areas:
o PCR, cloning, and pDNA preparation
o Capillary electrophoresis, SDS page, UPLC-MS, UV-ABS
o Affinity Chromatography
o Cell Culture and Transfection
o ELISA and Activity Assays
o mRNA Formulation (PNP, LNP, etc.)
"" Ability to summarize complex scientific processes highlighting key process and data collection steps",0.5195410437805701,0.5683140181023448,0.6184244411808937,0.6643877835533016,0.6647156108818154,0.5713938269064878
Data Scientist,Employer Provided Salary:$119K - $179K,119000.0,149000.0,179000.0,"Job Description

Intel Foundry Services (IFS) is an independent foundry business established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, we help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient, and sustainable source of supply.
We are seeking a Data Scientist who is expert in data wrangling and analyzing massive and complex datasets.
Your responsibilities will include but not limited to:





Intel Foundry Services (IFS) is an independent foundry business that is established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, our combined offerings of wafer fabrication, advanced process, and packaging technology, chiplet, software, robust ecosystem, and assembly and test capabilities help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient and sustainable source of supply.

US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $119,130.00-$178,690.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Austin, TX",Austin,TX,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),209,Job Description,0.5149336681902585,0.5564160634981423,0.6563386059812357,0.7383347368295168,0.2548247747872443,0.5513179410231794
Data Scientist,Employer Provided Salary:$119K - $179K,119000.0,149000.0,179000.0,"Job Description

Intel Foundry Services (IFS) is an independent foundry business established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, we help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient, and sustainable source of supply.
We are seeking a Data Scientist who is expert in data wrangling and analyzing massive and complex datasets.
Your responsibilities will include but not limited to:





Intel Foundry Services (IFS) is an independent foundry business that is established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, our combined offerings of wafer fabrication, advanced process, and packaging technology, chiplet, software, robust ecosystem, and assembly and test capabilities help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient and sustainable source of supply.

US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $119,130.00-$178,690.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Austin, TX",Austin,TX,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),209,"Intel Foundry Services (IFS) is an independent foundry business established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, we help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient, and sustainable source of supply.
We are seeking a Data Scientist who is expert in data wrangling and analyzing massive and complex datasets.
Your responsibilities will include but not limited to:",0.3757387800437318,0.4265757079113501,0.5010684593598977,0.5645745123411593,0.5340305636984748,0.5069345890032506
Data Scientist,Employer Provided Salary:$119K - $179K,119000.0,149000.0,179000.0,"Job Description

Intel Foundry Services (IFS) is an independent foundry business established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, we help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient, and sustainable source of supply.
We are seeking a Data Scientist who is expert in data wrangling and analyzing massive and complex datasets.
Your responsibilities will include but not limited to:





Intel Foundry Services (IFS) is an independent foundry business that is established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, our combined offerings of wafer fabrication, advanced process, and packaging technology, chiplet, software, robust ecosystem, and assembly and test capabilities help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient and sustainable source of supply.

US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $119,130.00-$178,690.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Austin, TX",Austin,TX,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),209,"Intel Foundry Services (IFS) is an independent foundry business that is established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, our combined offerings of wafer fabrication, advanced process, and packaging technology, chiplet, software, robust ecosystem, and assembly and test capabilities help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient and sustainable source of supply.",0.3517572458556114,0.3893611466427334,0.6513066079289328,0.5197848820863337,0.5424157388030646,0.4215760563172885
Data Scientist,Employer Provided Salary:$119K - $179K,119000.0,149000.0,179000.0,"Job Description

Intel Foundry Services (IFS) is an independent foundry business established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, we help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient, and sustainable source of supply.
We are seeking a Data Scientist who is expert in data wrangling and analyzing massive and complex datasets.
Your responsibilities will include but not limited to:





Intel Foundry Services (IFS) is an independent foundry business that is established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, our combined offerings of wafer fabrication, advanced process, and packaging technology, chiplet, software, robust ecosystem, and assembly and test capabilities help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient and sustainable source of supply.

US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $119,130.00-$178,690.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Austin, TX",Austin,TX,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),209,"US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom",0.3011709849295082,0.3346165596690347,0.3011154582052131,0.4377531088954542,0.5098501138151242,0.5532694630180227
Data Scientist,Employer Provided Salary:$119K - $179K,119000.0,149000.0,179000.0,"Job Description

Intel Foundry Services (IFS) is an independent foundry business established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, we help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient, and sustainable source of supply.
We are seeking a Data Scientist who is expert in data wrangling and analyzing massive and complex datasets.
Your responsibilities will include but not limited to:





Intel Foundry Services (IFS) is an independent foundry business that is established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, our combined offerings of wafer fabrication, advanced process, and packaging technology, chiplet, software, robust ecosystem, and assembly and test capabilities help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient and sustainable source of supply.

US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $119,130.00-$178,690.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Austin, TX",Austin,TX,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),209,"Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.",0.4018320846619868,0.4599304476035393,0.5418023104956665,0.5150505758395958,0.4909537398044774,0.5353636817035948
Data Scientist,Employer Provided Salary:$119K - $179K,119000.0,149000.0,179000.0,"Job Description

Intel Foundry Services (IFS) is an independent foundry business established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, we help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient, and sustainable source of supply.
We are seeking a Data Scientist who is expert in data wrangling and analyzing massive and complex datasets.
Your responsibilities will include but not limited to:





Intel Foundry Services (IFS) is an independent foundry business that is established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, our combined offerings of wafer fabrication, advanced process, and packaging technology, chiplet, software, robust ecosystem, and assembly and test capabilities help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient and sustainable source of supply.

US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $119,130.00-$178,690.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Austin, TX",Austin,TX,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),209,"All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.",0.5559993199776962,0.6984166061462737,0.4458968958337375,0.7229311223669216,0.77244644130517,0.733970826702832
Data Scientist,Employer Provided Salary:$119K - $179K,119000.0,149000.0,179000.0,"Job Description

Intel Foundry Services (IFS) is an independent foundry business established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, we help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient, and sustainable source of supply.
We are seeking a Data Scientist who is expert in data wrangling and analyzing massive and complex datasets.
Your responsibilities will include but not limited to:





Intel Foundry Services (IFS) is an independent foundry business that is established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, our combined offerings of wafer fabrication, advanced process, and packaging technology, chiplet, software, robust ecosystem, and assembly and test capabilities help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient and sustainable source of supply.

US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $119,130.00-$178,690.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Austin, TX",Austin,TX,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),209,"We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html",0.3438915572963578,0.2775063373669451,0.5657652514465944,0.4984272678900001,0.5137574750973648,0.4601185065368378
Data Scientist,Employer Provided Salary:$119K - $179K,119000.0,149000.0,179000.0,"Job Description

Intel Foundry Services (IFS) is an independent foundry business established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, we help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient, and sustainable source of supply.
We are seeking a Data Scientist who is expert in data wrangling and analyzing massive and complex datasets.
Your responsibilities will include but not limited to:





Intel Foundry Services (IFS) is an independent foundry business that is established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, our combined offerings of wafer fabrication, advanced process, and packaging technology, chiplet, software, robust ecosystem, and assembly and test capabilities help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient and sustainable source of supply.

US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $119,130.00-$178,690.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Austin, TX",Austin,TX,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),209,"Annual Salary Range for jobs which could be performed in US, California: $119,130.00-$178,690.00",0.4639535596082741,0.5468353601175739,0.6844702474201017,0.606326396004992,0.3133628890075915,0.4747446332103772
Data Scientist,Employer Provided Salary:$119K - $179K,119000.0,149000.0,179000.0,"Job Description

Intel Foundry Services (IFS) is an independent foundry business established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, we help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient, and sustainable source of supply.
We are seeking a Data Scientist who is expert in data wrangling and analyzing massive and complex datasets.
Your responsibilities will include but not limited to:





Intel Foundry Services (IFS) is an independent foundry business that is established to meet our customers' unique product needs. With the first ""Open System Foundry"" model in the world, our combined offerings of wafer fabrication, advanced process, and packaging technology, chiplet, software, robust ecosystem, and assembly and test capabilities help our customers build their innovative silicon designs and deliver full end-to-end customizable products from Intel's secure, resilient and sustainable source of supply.

US, OR, Hillsboro; US, TX, Austin; US, CA, Folsom

Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Annual Salary Range for jobs which could be performed in US, California: $119,130.00-$178,690.00


This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.1,"INTEL
4.1","Austin, TX",Austin,TX,1000+ Employees,1968.0,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),209,This role will be eligible for our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.,0.4260709512232883,0.4035202297560797,0.5815389901629443,0.5827188104883996,0.4542063551944915,0.5310099113199516
Data Scientist,$85K - $122K (Glassdoor est.),85000.0,103500.0,122000.0,"Overview:
Axle is a bioscience and information technology company that offers advancements in translational research, biomedical informatics, and data science applications to research centers and healthcare organizations nationally and abroad. With experts in biomedical science, software engineering, and program management, we focus on developing and applying research tools and techniques to empower decision-making and accelerate research discoveries. We work with some of the top research organizations and facilities in the country including multiple institutes at the National Institutes of Health (NIH).

Axle is seeking a Data Scientist to support research taking place at the National Center for Advancing Translational Sciences (NCATS) and the National Cancer Institute (NCI).",3.4,"Axle Informatics
3.4","Rockville, MD",Rockville,MD,200 to 1000 Employees,2002.0,Company - Private,Research & Development,Management & Consulting,$100 to $500 million (USD),210,"Overview:
Axle is a bioscience and information technology company that offers advancements in translational research, biomedical informatics, and data science applications to research centers and healthcare organizations nationally and abroad. With experts in biomedical science, software engineering, and program management, we focus on developing and applying research tools and techniques to empower decision-making and accelerate research discoveries. We work with some of the top research organizations and facilities in the country including multiple institutes at the National Institutes of Health (NIH).",0.4615677755614925,0.4092206118498491,0.7488833904695291,0.3595213972936053,0.5638964581343737,0.6055527046769884
